Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
Southern Illinois University,Southern Illinois University - East St. Louis,601 James R Thompson Blvd,East St Louis,62201,St. Clair,13,Rodney L. Davis,111,Beiser Daniel V.,56,William R. Haine,In Use,2002.0,2002.0,12800,1,1,0,Business,Business,Not provided
Illinois Medical District Commission,Illinois Medical District Commission - Chicago,600 S. Hoyne,Chicago,60612,Cook,7,Danny K. Davis,9,Turner Arthur L.,5,Patricia Van Pelt,In Use,2002.0,2002.0,15000,1,1,0,Health Care,Health Care,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,2002.0,2002.0,1294,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Goose Lake Prairie Natural Area - Grundy County,5010 North Jugtown Road,Morris,60450,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,2001.0,2001.0,144,1,1,0,Unusual,Unusual,Not provided
Historic Preservation Agency,Fort De Chartres Historic Site - Prairie Du Rocher,1350 State Hwy 155,Prairie Du Rocher,62241,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1930.0,1753.0,3604,1,1,0,Assembly,Residential,Not provided
Historic Preservation Agency,Fort De Chartres Historic Site - Prairie Du Rocher,1350 State Hwy 155,Prairie Du Rocher,62241,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1930.0,1753.0,2580,1,1,0,Assembly,Residential,Not provided
Historic Preservation Agency,Fort De Chartres Historic Site - Prairie Du Rocher,1350 State Hwy 155,Prairie Du Rocher,62241,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1986.0,1753.0,4184,1,1,0,Assembly,Residential,Not provided
Historic Preservation Agency,Fort De Chartres Historic Site - Prairie Du Rocher,1350 State Hwy 155,Prairie Du Rocher,62241,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1986.0,1753.0,2875,1,1,0,Assembly,Residential,Not provided
Historic Preservation Agency,Fort De Chartres Historic Site - Prairie Du Rocher,1350 State Hwy 155,Prairie Du Rocher,62241,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1930.0,1753.0,558,2,2,0,Assembly,Assembly,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1956.0,1841.0,660,3,2,1,Residential,Residential,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1956.0,1841.0,192,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1994.0,1994.0,72,1,1,0,Business,Business,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972.0,1972.0,24,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972.0,1972.0,24,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972.0,1972.0,24,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972.0,1972.0,24,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972.0,1972.0,24,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972.0,1972.0,24,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972.0,1972.0,24,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1972.0,1972.0,24,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1973.0,1973.0,24,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1973.0,1973.0,24,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1973.0,1973.0,24,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,1973.0,1973.0,24,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Illinois-Michigan Canal State Park - Grundy County,Columbus Street,Ottawa,61350,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1964.0,1860.0,375,3,2,1,Assembly,Storage,Not provided
Department of Natural Resources,Des Plaines Game Farm - Will County,30550 South Boathouse Road,Wilmington,60481,Will,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,2001.0,2001.0,3500,1,1,0,Business,Business,Not provided
Department of Natural Resources,Des Plaines Game Farm - Will County,30550 South Boathouse Road,Wilmington,60481,Will,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,2001.0,2001.0,3000,1,1,0,Storage,Storage,Not provided
Department of Juvenile Justice,Illinois Youth Center - Kewanee,Kentville Road,Kewanee,61443,Henry,17,Cheri Bustos,74,Swanson Daniel,37,Chuck Weaver,In Use,2001.0,2001.0,560,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Vienna Correctional Center - Johnson County,"P.o. Box 200, Hwy 146e",Vienna,62995,Johnson,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2000.0,2000.0,1152,1,1,0,Unusual,Unusual,Not provided
Department of Transportation,District 1 Headquarters - Schaumburg,Harlem Ave & Rt 175-rock I Rr,Schaumburg,60196,Cook,8,Tammy Duckworth,44,Crespo Fred,22,Cristina Castro,In Use,2002.0,2002.0,19700,2,2,0,Industrial,Industrial,Not provided
Department of Transportation,District 1 Headquarters - Schaumburg,201 W Center Ct,Schaumburg,60196,Cook,8,Tammy Duckworth,44,Crespo Fred,22,Cristina Castro,In Use,2003.0,1986.0,150000,6,5,1,Business,Business,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,3268 W Pleas3ent Hill Rd,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2001.0,2001.0,2068,1,1,0,Storage,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,15621 N 42 St,Mt Vernon,62864,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2001.0,2001.0,100,1,1,0,Industrial,Industrial,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1150 Douglas Drive,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2001.0,2001.0,1768,1,1,0,Unusual,Unusual,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1206 Touch Of Nature Road,Makanda,62958,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2001.0,2001.0,1646,1,1,0,Health Care,Health Care,Not provided
Illinois Medical District Commission,600 S. Hoyne-Chicago,2225 W. Harrison,Chicago,60612,,0,,0,,0,,In Use,1982.0,1930.0,22000,3,2,1,Health Care,Health Care,Not provided
Department of Natural Resources,Dickson Mounds Museum - Lewistown,10956 Dickson Mounds Road,Lewistown,61542,Fulton,17,Cheri Bustos,91,Unes Michael D.,46,David Koehler,In Use,2002.0,2002.0,2700,1,1,0,Industrial,Storage,Not provided
Department of Natural Resources,Dickson Mounds Museum - Lewistown,10956 Dickson Mounds Road,Lewistown,61542,Fulton,17,Cheri Bustos,91,Unes Michael D.,46,David Koehler,In Use,2002.0,2002.0,2000,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Natural History Survey - Havana,Box 599,Havana,62644,Mason,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Use,2001.0,2001.0,1800,1,1,0,Storage,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1206 Touch Of Nature Road,Makanda,62958,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2001.0,2001.0,267,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,1966.0,1966.0,150,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,2001.0,2001.0,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,1970.0,1970.0,1440,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,2001.0,2001.0,768,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,2001.0,2001.0,1420,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,2001.0,2001.0,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wolf Creek State Park,R.r. 1 Box 99,Windsor,62534,Shelby,15,John Shimkus,102,Halbrook Brad,51,Chapin Rose,In Use,2001.0,2001.0,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,2001.0,2001.0,3265,1,1,0,Business,Unusual,Not provided
Department of Natural Resources,Chain O'Lakes CA and SP - McHenry County,39947 North State Park Road,Spring Grove,60081,McHenry,14,Randy Hultgren,64,Wheeler Barbara,32,Pamela J. Althoff,In Use,2001.0,2001.0,710,1,1,0,Business,Business,Not provided
Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002.0,2002.0,4800,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002.0,2002.0,700,2,2,0,Unusual,Unusual,Not provided
Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002.0,2002.0,960,2,2,0,Unusual,Unusual,Not provided
Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002.0,2002.0,700,2,2,0,Unusual,Unusual,Not provided
Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002.0,2002.0,700,2,2,0,Unusual,Unusual,Not provided
Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002.0,2002.0,700,2,2,0,Residential,Residential,Not provided
Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002.0,2002.0,170,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002.0,2002.0,3300,2,2,0,Residential,Residential,Not provided
Department of Natural Resources,Fort Massac State Park - Massac County,P.o. Box 708,Metropolis,62960,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002.0,2002.0,2700,2,2,0,Unusual,Unusual,Not provided
Department of Natural Resources,Rice Lake Conservation Area - Fulton County,R. R. #3,Canton,61520,Fulton,17,Cheri Bustos,91,Unes Michael D.,46,David Koehler,In Use,1946.0,1946.0,2447,4,3,1,Business,Business,Not provided
Department of Natural Resources,Rice Lake Conservation Area - Fulton County,R. R. #3,Canton,61520,Fulton,17,Cheri Bustos,91,Unes Michael D.,46,David Koehler,In Use,1960.0,1960.0,22960,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Stephen A. Forbes State Park - Marion County,"R.r. #1, Box 43",Kinmundy,62584,Marion,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2000.0,2000.0,100,1,1,0,Mercantile,Mercantile,Not provided
Department of Military Affairs,Danville Armory - Vermilion County,22979 North Bowman Avenue,Danville,61834,Vermilion,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Use,2002.0,2002.0,24910,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Fox Ridge State Park - Coles County,"Rr #1, Box 234",Charleston,61920,Coles,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,1942.0,1942.0,375,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Golconda Marina,Po Box 209,Golconda,62938,Pope,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2001.0,2001.0,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Golconda Marina,Po Box 209,Golconda,62938,Pope,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2001.0,2001.0,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Lake Murphysboro State Park - Jackson County,"R. R. #4, Box 144",Murphysboro,62966,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2002.0,2002.0,3220,1,1,0,Business,Business,Not provided
Department of Corrections,Vandalia Correctional Center - Fayette County,"P.o. Box 500, Rte. 51 N.",Vandalia,62471,Fayette,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2002.0,2002.0,10800,1,1,0,Education,Education,Not provided
Department of Corrections,Vandalia Correctional Center - Fayette County,"P.o. Box 500, Rte. 51 N.",Vandalia,62471,Fayette,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2001.0,2001.0,0,1,1,0,Industrial,Industrial,Not provided
Department of Corrections,Vandalia Correctional Center - Fayette County,"P.o. Box 500, Rte. 51 N.",Vandalia,62471,Fayette,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2001.0,2001.0,665,1,1,0,Storage,Storage,Not provided
Department of Corrections,Vandalia Correctional Center - Fayette County,"P.o. Box 500, Rte. 51 N.",Vandalia,62471,Fayette,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2001.0,2001.0,700,1,1,0,Assembly,Assembly,Not provided
Department of Juvenile Justice,Illinois Youth Center - Pere Marquette,17808 State Highway 100w,Grafton,62037,Jersey,13,Rodney L. Davis,100,Davidsmeyer C. D.,50,Wm. Sam McCann,In Use,2001.0,2001.0,2400,1,1,0,Storage,Storage,Not provided
Department of Transportation,Anna Maintenance Storage Facility - Union County,215 North Lime Kiln Road,Anna,62906,Union,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,1980.0,1980.0,4500,1,1,0,Storage,Storage,Not provided
Department of Transportation,Anna Maintenance Storage Facility - Union County,215 North Lime Kiln Road,Anna,62906,Union,12,Mike Bost,118,Phelps Brandon W.,59,Dale Fowler,In Use,2002.0,2002.0,3024,1,1,0,Storage,Storage,Not provided
Department of Transportation,Joliet Maintenance Storage Facility - Will County,Caton Farm Road & Il 53,Lockport,60441,Will,3,Daniel William Lipinski,85,Connor John,43,Pat McGuire,In Use,2002.0,2002.0,6300,1,1,0,Storage,Storage,Not provided
Department of State Police,Effingham District 12 - Effingham County,2 Miles East Of Mason,Effingham,62454,Effingham,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,1975.0,1975.0,120,1,1,0,Industrial,Industrial,Not provided
Department of Natural Resources,Eldon Hazlet State Park - Clinton County,Keyesport Road,Carlyle,62231,Clinton,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2002.0,2002.0,3500,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Eldon Hazlet State Park - Clinton County,Keyesport Road,Carlyle,62231,Clinton,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2002.0,2002.0,300,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Kaskaskia River Fish & Wildlife Area - Randolph County,"Rt. 1, Box 49",Baldwin,62217,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2002.0,2002.0,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Kaskaskia River Fish & Wildlife Area - Randolph County,"Rt. 1, Box 49",Baldwin,62217,Randolph,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2002.0,2002.0,144,1,1,0,Unusual,Unusual,Not provided
Department of Transportation,Browns Property-District 7-Effingham,400 West Wabash,Effingham,62401,Effingham,15,John Shimkus,107,Cavaletto John,54,Kyle McCarter,In Use,2000.0,1983.0,13300,1,1,0,Business,Storage,Not provided
Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1981.0,1981.0,720,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1975.0,1975.0,2400,1,1,0,Business,Storage,Not provided
Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2000.0,2000.0,36,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2000.0,2000.0,36,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,1990.0,1990.0,36,1,1,0,Unusual,Unusual,Not provided
